date,framework_status-etat_cadre,notification_permission-permission_notif,count-nombre
2021-06-02,enabled-active,granted-autorise,1271
2021-06-02,enabled-active,denied-refuse,<20
2021-06-02,disabled-desactive,blocked-bloque,57
2021-06-02,disabled-desactive,granted-autorise,1250
2021-06-02,disabled-desactive,denied-refuse,<20
2021-06-03,enabled-active,blocked-bloque,30
2021-06-03,enabled-active,granted-autorise,1221
2021-06-03,enabled-active,denied-refuse,<20
2021-06-03,disabled-desactive,blocked-bloque,53
2021-06-03,disabled-desactive,granted-autorise,986
2021-06-03,disabled-desactive,denied-refuse,<20
2021-06-04,enabled-active,blocked-bloque,26
2021-06-04,enabled-active,granted-autorise,1264
2021-06-04,enabled-active,denied-refuse,<20
2021-06-04,disabled-desactive,blocked-bloque,56
2021-06-04,disabled-desactive,granted-autorise,999
2021-06-04,disabled-desactive,denied-refuse,<20
2021-06-05,enabled-active,blocked-bloque,24
2021-06-05,enabled-active,granted-autorise,1010
2021-06-05,enabled-active,denied-refuse,<20
2021-06-05,disabled-desactive,blocked-bloque,42
2021-06-05,disabled-desactive,granted-autorise,825
2021-06-05,disabled-desactive,denied-refuse,<20
2021-06-06,enabled-active,blocked-bloque,27
2021-06-06,enabled-active,granted-autorise,994
2021-06-06,enabled-active,denied-refuse,<20
2021-06-06,disabled-desactive,blocked-bloque,41
2021-06-06,disabled-desactive,granted-autorise,745
2021-06-06,disabled-desactive,denied-refuse,<20
2021-06-07,enabled-active,blocked-bloque,31
2021-06-07,enabled-active,granted-autorise,1077
2021-06-07,enabled-active,denied-refuse,<20
2021-06-07,disabled-desactive,blocked-bloque,56
2021-06-07,disabled-desactive,granted-autorise,789
2021-06-07,disabled-desactive,denied-refuse,<20
2021-06-08,enabled-active,blocked-bloque,37
2021-06-08,enabled-active,granted-autorise,1155
2021-06-08,enabled-active,denied-refuse,<20
2021-06-08,disabled-desactive,blocked-bloque,42
2021-06-08,disabled-desactive,granted-autorise,804
2021-06-08,disabled-desactive,denied-refuse,<20
2021-06-09,enabled-active,blocked-bloque,37
2021-06-09,enabled-active,granted-autorise,1170
2021-06-09,enabled-active,denied-refuse,<20
2021-06-09,disabled-desactive,blocked-bloque,59
2021-06-09,disabled-desactive,granted-autorise,839
2021-06-09,disabled-desactive,denied-refuse,<20
2021-06-10,enabled-active,blocked-bloque,29
2021-06-10,enabled-active,granted-autorise,1159
2021-06-10,enabled-active,denied-refuse,<20
2021-06-10,disabled-desactive,blocked-bloque,48
2021-06-10,disabled-desactive,granted-autorise,881
2021-06-10,disabled-desactive,denied-refuse,<20
2021-06-11,enabled-active,blocked-bloque,21
2021-06-11,enabled-active,granted-autorise,1068
2021-06-11,enabled-active,denied-refuse,<20
2021-06-11,disabled-desactive,blocked-bloque,54
2021-06-11,disabled-desactive,granted-autorise,813
2021-06-11,disabled-desactive,denied-refuse,<20
2021-06-12,enabled-active,blocked-bloque,31
2021-06-12,enabled-active,granted-autorise,953
2021-06-12,enabled-active,denied-refuse,<20
2021-06-12,disabled-desactive,blocked-bloque,34
2021-06-12,disabled-desactive,granted-autorise,753
2021-06-12,disabled-desactive,denied-refuse,<20
2021-06-13,enabled-active,blocked-bloque,35
2021-06-13,enabled-active,granted-autorise,978
2021-06-13,enabled-active,denied-refuse,<20
2021-06-13,disabled-desactive,blocked-bloque,42
2021-06-13,disabled-desactive,granted-autorise,729
2021-06-13,disabled-desactive,denied-refuse,<20
2021-06-14,enabled-active,blocked-bloque,26
2021-06-14,enabled-active,granted-autorise,1067
2021-06-14,enabled-active,denied-refuse,<20
2021-06-14,disabled-desactive,blocked-bloque,61
2021-06-14,disabled-desactive,granted-autorise,785
2021-06-14,disabled-desactive,denied-refuse,<20
2021-06-15,enabled-active,blocked-bloque,21
2021-06-15,enabled-active,granted-autorise,1201
2021-06-15,enabled-active,denied-refuse,<20
2021-06-15,disabled-desactive,blocked-bloque,53
2021-06-15,disabled-desactive,granted-autorise,871
2021-06-15,disabled-desactive,denied-refuse,<20
2021-06-16,enabled-active,blocked-bloque,31
2021-06-16,enabled-active,granted-autorise,1116
2021-06-16,enabled-active,denied-refuse,<20
2021-06-16,disabled-desactive,blocked-bloque,51
2021-06-16,disabled-desactive,granted-autorise,860
2021-06-16,disabled-desactive,denied-refuse,<20
2021-06-17,enabled-active,blocked-bloque,31
2021-06-17,enabled-active,granted-autorise,1034
2021-06-17,enabled-active,denied-refuse,<20
2021-06-17,disabled-desactive,blocked-bloque,52
2021-06-17,disabled-desactive,granted-autorise,768
2021-06-17,disabled-desactive,denied-refuse,<20
2021-06-18,enabled-active,blocked-bloque,32
2021-06-18,enabled-active,granted-autorise,1072
2021-06-18,enabled-active,denied-refuse,<20
2021-06-18,disabled-desactive,blocked-bloque,52
2021-06-18,disabled-desactive,granted-autorise,788
2021-06-18,disabled-desactive,denied-refuse,<20
2021-06-19,enabled-active,blocked-bloque,37
2021-06-19,enabled-active,granted-autorise,998
2021-06-19,enabled-active,denied-refuse,<20
2021-06-19,disabled-desactive,blocked-bloque,40
2021-06-19,disabled-desactive,granted-autorise,821
2021-06-19,disabled-desactive,denied-refuse,<20
2021-06-20,enabled-active,blocked-bloque,27
2021-06-20,enabled-active,granted-autorise,977
2021-06-20,enabled-active,denied-refuse,<20
2021-06-20,disabled-desactive,blocked-bloque,39
2021-06-20,disabled-desactive,granted-autorise,815
2021-06-20,disabled-desactive,denied-refuse,<20
2021-06-21,enabled-active,blocked-bloque,42
2021-06-21,enabled-active,granted-autorise,1197
2021-06-21,enabled-active,denied-refuse,<20
2021-06-21,disabled-desactive,blocked-bloque,58
2021-06-21,disabled-desactive,granted-autorise,889
2021-06-21,disabled-desactive,denied-refuse,<20
2021-06-22,enabled-active,blocked-bloque,34
2021-06-22,enabled-active,granted-autorise,1292
2021-06-22,enabled-active,denied-refuse,<20
2021-06-22,disabled-desactive,blocked-bloque,62
2021-06-22,disabled-desactive,granted-autorise,962
2021-06-22,disabled-desactive,denied-refuse,<20
2021-06-23,enabled-active,blocked-bloque,34
2021-06-23,enabled-active,granted-autorise,1119
2021-06-23,enabled-active,denied-refuse,<20
2021-06-23,disabled-desactive,blocked-bloque,59
2021-06-23,disabled-desactive,granted-autorise,1017
2021-06-23,disabled-desactive,denied-refuse,<20
2021-06-24,enabled-active,blocked-bloque,30
2021-06-24,enabled-active,granted-autorise,1047
2021-06-24,enabled-active,denied-refuse,<20
2021-06-24,disabled-desactive,blocked-bloque,52
2021-06-24,disabled-desactive,granted-autorise,854
2021-06-24,disabled-desactive,denied-refuse,<20
2021-06-25,enabled-active,blocked-bloque,27
2021-06-25,enabled-active,granted-autorise,981
2021-06-25,enabled-active,denied-refuse,<20
2021-06-25,disabled-desactive,blocked-bloque,45
2021-06-25,disabled-desactive,granted-autorise,766
2021-06-25,disabled-desactive,denied-refuse,<20
2021-06-26,enabled-active,blocked-bloque,<20
2021-06-26,enabled-active,granted-autorise,984
2021-06-26,enabled-active,denied-refuse,<20
2021-06-26,disabled-desactive,blocked-bloque,42
2021-06-26,disabled-desactive,granted-autorise,765
2021-06-26,disabled-desactive,denied-refuse,<20
2021-06-27,enabled-active,blocked-bloque,27
2021-06-27,enabled-active,granted-autorise,896
2021-06-27,enabled-active,denied-refuse,<20
2021-06-27,disabled-desactive,blocked-bloque,44
2021-06-27,disabled-desactive,granted-autorise,791
2021-06-27,disabled-desactive,denied-refuse,<20
2021-06-28,enabled-active,blocked-bloque,<20
2021-06-28,enabled-active,granted-autorise,1034
2021-06-28,enabled-active,denied-refuse,<20
2021-06-28,disabled-desactive,blocked-bloque,43
2021-06-28,disabled-desactive,granted-autorise,816
2021-06-28,disabled-desactive,denied-refuse,<20
2021-06-29,enabled-active,blocked-bloque,28
2021-06-29,enabled-active,granted-autorise,923
2021-06-29,enabled-active,denied-refuse,<20
2021-06-29,disabled-desactive,blocked-bloque,41
2021-06-29,disabled-desactive,granted-autorise,831
2021-06-29,disabled-desactive,denied-refuse,<20
2021-06-30,enabled-active,blocked-bloque,30
2021-06-30,enabled-active,granted-autorise,1043
2021-06-30,enabled-active,denied-refuse,<20
2021-06-30,disabled-desactive,blocked-bloque,50
2021-06-30,disabled-desactive,granted-autorise,824
2021-06-30,disabled-desactive,denied-refuse,<20
2021-07-01,enabled-active,blocked-bloque,25
2021-07-01,enabled-active,granted-autorise,937
2021-07-01,enabled-active,denied-refuse,<20
2021-07-01,disabled-desactive,blocked-bloque,43
2021-07-01,disabled-desactive,granted-autorise,811
2021-07-01,disabled-desactive,denied-refuse,<20
2021-07-02,enabled-active,blocked-bloque,34
2021-07-02,enabled-active,granted-autorise,890
2021-07-02,enabled-active,denied-refuse,<20
2021-07-02,disabled-desactive,blocked-bloque,58
2021-07-02,disabled-desactive,granted-autorise,719
2021-07-02,disabled-desactive,denied-refuse,<20
2021-07-03,enabled-active,blocked-bloque,33
2021-07-03,enabled-active,granted-autorise,858
2021-07-03,enabled-active,denied-refuse,<20
2021-07-03,disabled-desactive,blocked-bloque,44
2021-07-03,disabled-desactive,granted-autorise,773
2021-07-03,disabled-desactive,denied-refuse,<20
2021-07-04,enabled-active,blocked-bloque,34
2021-07-04,enabled-active,granted-autorise,911
2021-07-04,enabled-active,denied-refuse,<20
2021-07-04,disabled-desactive,blocked-bloque,35
2021-07-04,disabled-desactive,granted-autorise,694
2021-07-04,disabled-desactive,denied-refuse,<20
2021-07-05,enabled-active,blocked-bloque,42
2021-07-05,enabled-active,granted-autorise,1189
2021-07-05,enabled-active,denied-refuse,<20
2021-07-05,disabled-desactive,blocked-bloque,84
2021-07-05,disabled-desactive,granted-autorise,947
2021-07-05,disabled-desactive,denied-refuse,<20
2021-07-06,enabled-active,blocked-bloque,39
2021-07-06,enabled-active,granted-autorise,1170
2021-07-06,enabled-active,denied-refuse,<20
2021-07-06,disabled-desactive,blocked-bloque,59
2021-07-06,disabled-desactive,granted-autorise,983
2021-07-06,disabled-desactive,denied-refuse,<20
2021-07-07,enabled-active,blocked-bloque,38
2021-07-07,enabled-active,granted-autorise,1144
2021-07-07,enabled-active,denied-refuse,<20
2021-07-07,disabled-desactive,blocked-bloque,67
2021-07-07,disabled-desactive,granted-autorise,978
2021-07-07,disabled-desactive,denied-refuse,<20
2021-07-08,enabled-active,blocked-bloque,24
2021-07-08,enabled-active,granted-autorise,1042
2021-07-08,enabled-active,denied-refuse,<20
2021-07-08,disabled-desactive,blocked-bloque,61
2021-07-08,disabled-desactive,granted-autorise,862
2021-07-08,disabled-desactive,denied-refuse,<20
2021-07-09,enabled-active,blocked-bloque,45
2021-07-09,enabled-active,granted-autorise,1197
2021-07-09,enabled-active,denied-refuse,<20
2021-07-09,disabled-desactive,blocked-bloque,58
2021-07-09,disabled-desactive,granted-autorise,947
2021-07-09,disabled-desactive,denied-refuse,<20
2021-07-10,enabled-active,blocked-bloque,25
2021-07-10,enabled-active,granted-autorise,868
2021-07-10,enabled-active,denied-refuse,<20
2021-07-10,disabled-desactive,blocked-bloque,54
2021-07-10,disabled-desactive,granted-autorise,695
2021-07-10,disabled-desactive,denied-refuse,<20
2021-07-11,enabled-active,blocked-bloque,29
2021-07-11,enabled-active,granted-autorise,868
2021-07-11,enabled-active,denied-refuse,<20
2021-07-11,disabled-desactive,blocked-bloque,45
2021-07-11,disabled-desactive,granted-autorise,747
2021-07-11,disabled-desactive,denied-refuse,<20
2021-07-12,enabled-active,blocked-bloque,35
2021-07-12,enabled-active,granted-autorise,1010
2021-07-12,enabled-active,denied-refuse,<20
2021-07-12,disabled-desactive,blocked-bloque,64
2021-07-12,disabled-desactive,granted-autorise,765
2021-07-12,disabled-desactive,denied-refuse,<20
2021-07-13,enabled-active,blocked-bloque,35
2021-07-13,enabled-active,granted-autorise,1057
2021-07-13,enabled-active,denied-refuse,<20
2021-07-13,disabled-desactive,blocked-bloque,51
2021-07-13,disabled-desactive,granted-autorise,859
2021-07-13,disabled-desactive,denied-refuse,<20
2021-07-14,enabled-active,blocked-bloque,29
2021-07-14,enabled-active,granted-autorise,925
2021-07-14,enabled-active,denied-refuse,<20
2021-07-14,disabled-desactive,blocked-bloque,65
2021-07-14,disabled-desactive,granted-autorise,934
2021-07-14,disabled-desactive,denied-refuse,<20
2021-07-15,enabled-active,blocked-bloque,27
2021-07-15,enabled-active,granted-autorise,1020
2021-07-15,enabled-active,denied-refuse,<20
2021-07-15,disabled-desactive,blocked-bloque,71
2021-07-15,disabled-desactive,granted-autorise,819
2021-07-15,disabled-desactive,denied-refuse,<20
2021-07-16,enabled-active,blocked-bloque,31
2021-07-16,enabled-active,granted-autorise,960
2021-07-16,enabled-active,denied-refuse,<20
2021-07-16,disabled-desactive,blocked-bloque,42
2021-07-16,disabled-desactive,granted-autorise,710
2021-07-16,disabled-desactive,denied-refuse,<20
2021-07-17,enabled-active,blocked-bloque,23
2021-07-17,enabled-active,granted-autorise,883
2021-07-17,enabled-active,denied-refuse,<20
2021-07-17,disabled-desactive,blocked-bloque,50
2021-07-17,disabled-desactive,granted-autorise,795
2021-07-17,disabled-desactive,denied-refuse,<20
2021-07-18,enabled-active,blocked-bloque,25
2021-07-18,enabled-active,granted-autorise,914
2021-07-18,enabled-active,denied-refuse,<20
2021-07-18,disabled-desactive,blocked-bloque,47
2021-07-18,disabled-desactive,granted-autorise,770
2021-07-18,disabled-desactive,denied-refuse,<20
2021-07-19,enabled-active,blocked-bloque,32
2021-07-19,enabled-active,granted-autorise,1088
2021-07-19,enabled-active,denied-refuse,<20
2021-07-19,disabled-desactive,blocked-bloque,56
2021-07-19,disabled-desactive,granted-autorise,799
2021-07-19,disabled-desactive,denied-refuse,<20
2021-07-20,enabled-active,blocked-bloque,30
2021-07-20,enabled-active,granted-autorise,1015
2021-07-20,enabled-active,denied-refuse,<20
2021-07-20,disabled-desactive,blocked-bloque,66
2021-07-20,disabled-desactive,granted-autorise,786
2021-07-20,disabled-desactive,denied-refuse,<20
2021-07-21,enabled-active,blocked-bloque,25
2021-07-21,enabled-active,granted-autorise,1007
2021-07-21,enabled-active,denied-refuse,<20
2021-07-21,disabled-desactive,blocked-bloque,58
2021-07-21,disabled-desactive,granted-autorise,811
2021-07-21,disabled-desactive,denied-refuse,<20
2021-07-22,enabled-active,blocked-bloque,36
2021-07-22,enabled-active,granted-autorise,1043
2021-07-22,enabled-active,denied-refuse,<20
2021-07-22,disabled-desactive,blocked-bloque,48
2021-07-22,disabled-desactive,granted-autorise,796
2021-07-22,disabled-desactive,denied-refuse,<20
2021-07-23,enabled-active,blocked-bloque,34
2021-07-23,enabled-active,granted-autorise,1138
2021-07-23,enabled-active,denied-refuse,<20
2021-07-23,disabled-desactive,blocked-bloque,57
2021-07-23,disabled-desactive,granted-autorise,880
2021-07-23,disabled-desactive,denied-refuse,<20
2021-07-24,enabled-active,blocked-bloque,22
2021-07-24,enabled-active,granted-autorise,947
2021-07-24,enabled-active,denied-refuse,<20
2021-07-24,disabled-desactive,blocked-bloque,47
2021-07-24,disabled-desactive,granted-autorise,806
2021-07-24,disabled-desactive,denied-refuse,<20
2021-07-25,enabled-active,blocked-bloque,28
2021-07-25,enabled-active,granted-autorise,894
2021-07-25,enabled-active,denied-refuse,<20
2021-07-25,disabled-desactive,blocked-bloque,46
2021-07-25,disabled-desactive,granted-autorise,786
2021-07-25,disabled-desactive,denied-refuse,<20
2021-07-26,enabled-active,blocked-bloque,35
2021-07-26,enabled-active,granted-autorise,981
2021-07-26,enabled-active,denied-refuse,<20
2021-07-26,disabled-desactive,blocked-bloque,59
2021-07-26,disabled-desactive,granted-autorise,797
2021-07-26,disabled-desactive,denied-refuse,<20
2021-07-27,enabled-active,blocked-bloque,36
2021-07-27,enabled-active,granted-autorise,1047
2021-07-27,enabled-active,denied-refuse,<20
2021-07-27,disabled-desactive,blocked-bloque,62
2021-07-27,disabled-desactive,granted-autorise,814
2021-07-27,disabled-desactive,denied-refuse,<20
2021-07-28,enabled-active,blocked-bloque,33
2021-07-28,enabled-active,granted-autorise,986
2021-07-28,enabled-active,denied-refuse,<20
2021-07-28,disabled-desactive,blocked-bloque,37
2021-07-28,disabled-desactive,granted-autorise,800
2021-07-28,disabled-desactive,denied-refuse,<20
2021-07-29,enabled-active,blocked-bloque,35
2021-07-29,enabled-active,granted-autorise,1047
2021-07-29,enabled-active,denied-refuse,<20
2021-07-29,disabled-desactive,blocked-bloque,44
2021-07-29,disabled-desactive,granted-autorise,861
2021-07-29,disabled-desactive,denied-refuse,<20
2021-07-30,enabled-active,blocked-bloque,30
2021-07-30,enabled-active,granted-autorise,1055
2021-07-30,enabled-active,denied-refuse,<20
2021-07-30,disabled-desactive,blocked-bloque,51
2021-07-30,disabled-desactive,granted-autorise,798
2021-07-30,disabled-desactive,denied-refuse,<20
2021-07-31,enabled-active,blocked-bloque,32
2021-07-31,enabled-active,granted-autorise,969
2021-07-31,enabled-active,denied-refuse,<20
2021-07-31,disabled-desactive,blocked-bloque,44
2021-07-31,disabled-desactive,granted-autorise,785
2021-07-31,disabled-desactive,denied-refuse,<20
2021-08-01,enabled-active,blocked-bloque,28
2021-08-01,enabled-active,granted-autorise,990
2021-08-01,enabled-active,denied-refuse,<20
2021-08-01,disabled-desactive,blocked-bloque,47
2021-08-01,disabled-desactive,granted-autorise,783
2021-08-01,disabled-desactive,denied-refuse,<20
2021-08-02,enabled-active,blocked-bloque,24
2021-08-02,enabled-active,granted-autorise,1060
2021-08-02,enabled-active,denied-refuse,<20
2021-08-02,disabled-desactive,blocked-bloque,54
2021-08-02,disabled-desactive,granted-autorise,818
2021-08-02,disabled-desactive,denied-refuse,<20
2021-08-03,enabled-active,blocked-bloque,44
2021-08-03,enabled-active,granted-autorise,1218
2021-08-03,enabled-active,denied-refuse,<20
2021-08-03,disabled-desactive,blocked-bloque,57
2021-08-03,disabled-desactive,granted-autorise,827
2021-08-03,disabled-desactive,denied-refuse,<20
2021-08-04,enabled-active,blocked-bloque,45
2021-08-04,enabled-active,granted-autorise,1187
2021-08-04,enabled-active,denied-refuse,<20
2021-08-04,disabled-desactive,blocked-bloque,55
2021-08-04,disabled-desactive,granted-autorise,896
2021-08-04,disabled-desactive,denied-refuse,<20
2021-08-05,enabled-active,blocked-bloque,46
2021-08-05,enabled-active,granted-autorise,1257
2021-08-05,enabled-active,denied-refuse,<20
2021-08-05,disabled-desactive,blocked-bloque,63
2021-08-05,disabled-desactive,granted-autorise,926
2021-08-05,disabled-desactive,denied-refuse,<20
2021-08-06,enabled-active,blocked-bloque,34
2021-08-06,enabled-active,granted-autorise,1210
2021-08-06,enabled-active,denied-refuse,<20
2021-08-06,disabled-desactive,blocked-bloque,65
2021-08-06,disabled-desactive,granted-autorise,895
2021-08-06,disabled-desactive,denied-refuse,<20
2021-08-07,enabled-active,blocked-bloque,28
2021-08-07,enabled-active,granted-autorise,1096
2021-08-07,enabled-active,denied-refuse,<20
2021-08-07,disabled-desactive,blocked-bloque,59
2021-08-07,disabled-desactive,granted-autorise,815
2021-08-07,disabled-desactive,denied-refuse,<20
2021-08-08,enabled-active,blocked-bloque,50
2021-08-08,enabled-active,granted-autorise,1130
2021-08-08,enabled-active,denied-refuse,<20
2021-08-08,disabled-desactive,blocked-bloque,54
2021-08-08,disabled-desactive,granted-autorise,782
2021-08-08,disabled-desactive,denied-refuse,<20
2021-08-09,enabled-active,blocked-bloque,52
2021-08-09,enabled-active,granted-autorise,1318
2021-08-09,enabled-active,denied-refuse,<20
2021-08-09,disabled-desactive,blocked-bloque,64
2021-08-09,disabled-desactive,granted-autorise,836
2021-08-09,disabled-desactive,denied-refuse,<20
2021-08-10,enabled-active,blocked-bloque,32
2021-08-10,enabled-active,granted-autorise,1432
2021-08-10,enabled-active,denied-refuse,<20
2021-08-10,disabled-desactive,blocked-bloque,69
2021-08-10,disabled-desactive,granted-autorise,959
2021-08-10,disabled-desactive,denied-refuse,<20
2021-08-11,enabled-active,blocked-bloque,49
2021-08-11,enabled-active,granted-autorise,1491
2021-08-11,enabled-active,denied-refuse,<20
2021-08-11,disabled-desactive,blocked-bloque,72
2021-08-11,disabled-desactive,granted-autorise,1178
2021-08-11,disabled-desactive,denied-refuse,<20
2021-08-12,enabled-active,blocked-bloque,47
2021-08-12,enabled-active,granted-autorise,1514
2021-08-12,enabled-active,denied-refuse,<20
2021-08-12,disabled-desactive,blocked-bloque,67
2021-08-12,disabled-desactive,granted-autorise,1171
2021-08-12,disabled-desactive,denied-refuse,<20
2021-08-13,enabled-active,blocked-bloque,50
2021-08-13,enabled-active,granted-autorise,1413
2021-08-13,enabled-active,denied-refuse,<20
2021-08-13,disabled-desactive,blocked-bloque,54
2021-08-13,disabled-desactive,granted-autorise,1013
2021-08-13,disabled-desactive,denied-refuse,<20
2021-08-14,enabled-active,blocked-bloque,50
2021-08-14,enabled-active,granted-autorise,1253
2021-08-14,enabled-active,denied-refuse,<20
2021-08-14,disabled-desactive,blocked-bloque,50
2021-08-14,disabled-desactive,granted-autorise,967
2021-08-14,disabled-desactive,denied-refuse,<20
2021-08-15,enabled-active,blocked-bloque,28
2021-08-15,enabled-active,granted-autorise,1152
2021-08-15,enabled-active,denied-refuse,<20
2021-08-15,disabled-desactive,blocked-bloque,48
2021-08-15,disabled-desactive,granted-autorise,928
2021-08-15,disabled-desactive,denied-refuse,<20
2021-08-16,enabled-active,blocked-bloque,39
2021-08-16,enabled-active,granted-autorise,1323
2021-08-16,enabled-active,denied-refuse,<20
2021-08-16,disabled-desactive,blocked-bloque,61
2021-08-16,disabled-desactive,granted-autorise,954
2021-08-16,disabled-desactive,denied-refuse,<20
2021-08-17,enabled-active,blocked-bloque,44
2021-08-17,enabled-active,granted-autorise,1342
2021-08-17,enabled-active,denied-refuse,<20
2021-08-17,disabled-desactive,blocked-bloque,61
2021-08-17,disabled-desactive,granted-autorise,1026
2021-08-17,disabled-desactive,denied-refuse,<20
2021-08-18,enabled-active,blocked-bloque,23
2021-08-18,enabled-active,granted-autorise,1475
2021-08-18,enabled-active,denied-refuse,<20
2021-08-18,disabled-desactive,blocked-bloque,54
2021-08-18,disabled-desactive,granted-autorise,1037
2021-08-18,disabled-desactive,denied-refuse,<20
2021-08-19,enabled-active,blocked-bloque,39
2021-08-19,enabled-active,granted-autorise,1366
2021-08-19,enabled-active,denied-refuse,<20
2021-08-19,disabled-desactive,blocked-bloque,62
2021-08-19,disabled-desactive,granted-autorise,968
2021-08-19,disabled-desactive,denied-refuse,<20
